CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Exited
666,France,Male,25,6,0.0,2,0,1,12830.26,1,SILVER,350,0
508,Germany,Male,38,9,49689.67,2,0,1,96750.93,5,DIAMOND,472,0
600,Germany,Male,28,8,113820.74,1,1,1,114422.76,2,DIAMOND,232,0
622,France,Female,18,3,20987.13,2,1,0,150381.43,5,DIAMOND,425,0
711,Spain,Female,25,7,139418.89,2,0,0,182024.95,4,GOLD,387,0
647,Spain,Female,44,1,22913.62,1,1,0,125675.96,3,GOLD,695,0
624,France,Female,40,3,0.0,1,0,0,21131.17,5,GOLD,685,1
550,Spain,Male,27,9,125455.48,2,1,1,131312.56,3,SILVER,635,0
755,France,Female,20,5,40368.82,1,0,0,64058.0,1,DIAMOND,379,0
712,France,Female,53,5,113387.04,3,1,1,121621.44,3,SILVER,813,0
655,France,Male,44,8,0.0,2,1,1,197665.42,1,GOLD,514,0
585,Germany,Male,25,9,60599.3,1,1,0,105587.06,1,GOLD,658,1
663,Germany,Male,27,1,110092.76,2,0,0,56032.07,5,SILVER,702,0
553,France,Female,31,0,0.0,1,0,0,169907.43,3,PLATINUM,389,0
589,Germany,Male,18,5,0.0,1,1,0,127098.45,2,GOLD,379,0
618,France,Female,32,0,0.0,4,1,1,37741.43,2,SILVER,377,0
689,Spain,Female,47,1,103877.67,2,0,0,88874.26,4,DIAMOND,377,0
806,Germany,Male,31,7,112664.63,2,0,0,97743.37,5,SILVER,621,1
640,Germany,Male,41,0,72521.29,3,0,0,173295.13,2,DIAMOND,50,0
554,Spain,Male,19,7,98338.76,1,0,0,71732.15,4,SILVER,316,0
518,Spain,Female,22,3,132980.31,1,1,0,92524.52,3,DIAMOND,388,0
566,Spain,Female,18,9,143818.68,1,1,1,143207.13,5,PLATINUM,809,0
523,France,Female,41,1,57577.37,2,1,1,134192.11,3,PLATINUM,905,1
675,Spain,Female,23,6,21945.94,4,0,1,197549.36,4,DIAMOND,313,0
728,Germany,Male,34,6,0.0,2,0,0,19741.02,2,DIAMOND,305,0
700,France,Male,24,2,0.0,2,0,0,12184.17,1,GOLD,513,0
757,Spain,Male,28,2,152382.68,2,1,0,123512.98,4,DIAMOND,511,0
772,Spain,Male,24,8,23356.25,2,1,1,42090.83,3,GOLD,316,0
564,Spain,Male,19,9,0.0,1,1,0,59754.16,2,DIAMOND,951,1
781,France,Female,25,6,0.0,1,1,1,58067.29,3,PLATINUM,420,0
795,France,Female,31,9,0.0,1,0,1,189081.08,3,GOLD,484,0
719,Germany,Male,34,5,0.0,1,1,1,64043.34,2,DIAMOND,585,0
442,France,Male,18,1,7753.33,2,1,0,54156.93,2,PLATINUM,381,0
728,France,Female,49,4,144358.17,1,1,0,130882.33,3,GOLD,578,0
563,France,Male,37,8,44116.36,1,1,0,148254.65,3,SILVER,395,1
671,France,Male,38,5,79597.91,2,0,0,47099.79,4,GOLD,389,1
597,Germany,Female,29,1,0.0,2,0,1,87039.26,4,DIAMOND,226,0
686,France,Female,31,3,0.0,2,0,0,144229.4,2,GOLD,657,0
642,France,Female,22,0,6367.11,1,1,0,92607.16,3,PLATINUM,446,0
692,France,Male,41,1,6125.7,1,0,1,53365.25,5,SILVER,512,0
484,Spain,Female,31,3,99591.36,1,0,0,151643.73,5,GOLD,456,0
755,Spain,Female,38,8,0.0,1,0,1,42074.15,1,SILVER,554,0
665,France,Female,33,2,146875.99,4,0,1,70719.2,4,GOLD,477,0
756,France,Female,33,8,0.0,2,1,0,119041.92,5,GOLD,650,0
535,Germany,Male,21,0,0.0,2,1,1,119397.26,5,GOLD,512,1
537,France,Male,19,10,83212.76,2,1,1,191548.4,1,DIAMOND,595,1
679,France,Male,23,2,145828.54,1,0,1,15676.66,1,SILVER,515,1
661,Spain,Female,43,1,0.0,1,1,1,179883.22,5,DIAMOND,404,0
651,France,Female,53,9,47976.94,1,0,0,164873.91,4,PLATINUM,336,0
826,France,Male,18,5,3796.4,1,0,0,165822.29,1,GOLD,357,0
811,France,Male,45,5,130861.58,2,1,1,189287.05,3,GOLD,275,0
782,Spain,Male,48,1,0.0,1,1,0,27056.11,4,DIAMOND,306,0
708,Spain,Male,25,4,150901.96,1,1,1,177437.17,4,SILVER,50,0
582,Spain,Male,35,0,149203.43,2,1,0,182438.3,1,GOLD,132,1
672,Germany,Female,40,6,67842.83,2,1,1,98528.04,1,DIAMOND,617,0
627,Germany,Female,37,6,0.0,2,1,1,25197.51,2,DIAMOND,661,1
733,Spain,Male,22,7,8986.98,2,0,0,47013.36,5,SILVER,594,0
651,Spain,Male,30,6,158403.95,1,1,0,138688.05,2,GOLD,545,0
642,Spain,Male,34,6,62154.16,1,1,1,118446.26,5,PLATINUM,188,0
530,Spain,Male,23,5,145358.23,2,0,1,92388.65,2,PLATINUM,252,0
612,Germany,Female,22,1,41343.44,1,1,0,124783.34,1,DIAMOND,445,0
489,France,Female,31,6,0.0,1,1,1,27082.46,1,SILVER,329,0
656,France,Male,46,7,0.0,2,1,0,173207.12,1,SILVER,602,1
617,France,Male,19,3,71905.75,1,1,0,21211.99,1,PLATINUM,255,0
600,France,Female,20,1,0.0,1,1,1,122697.6,2,GOLD,284,0
587,France,Female,28,2,0.0,2,1,0,55691.75,1,GOLD,356,0
618,France,Female,18,7,0.0,1,1,1,14930.28,5,SILVER,465,0
850,Germany,Female,19,0,92305.28,2,0,1,109593.77,5,PLATINUM,543,0
721,France,Female,40,8,0.0,2,1,1,97883.18,4,DIAMOND,760,0
788,Spain,Female,18,4,93484.75,1,0,0,80201.58,4,SILVER,674,1
727,France,Female,36,1,0.0,1,1,1,96593.76,2,DIAMOND,293,0
603,France,Female,24,10,0.0,1,1,0,181638.23,4,SILVER,302,0
664,Germany,Male,25,7,75584.78,2,1,0,75519.61,3,SILVER,374,0
656,Spain,Female,31,0,0.0,1,1,1,98247.62,1,DIAMOND,375,0
571,France,Male,28,6,0.0,2,1,0,175649.21,2,DIAMOND,782,0
762,Spain,Male,53,4,42728.7,2,0,0,127585.52,1,GOLD,561,0
478,Spain,Male,35,8,24714.42,3,1,1,92164.81,5,DIAMOND,767,1
761,France,Female,25,7,191252.01,1,0,1,35341.93,2,DIAMOND,665,0
805,Germany,Female,24,0,133775.34,2,0,0,121921.62,3,PLATINUM,379,0
825,France,Male,18,9,244357.4,2,1,1,130070.18,5,SILVER,358,0
653,Spain,Male,27,3,0.0,1,0,1,62101.19,4,SILVER,126,1
715,Spain,Male,31,7,103170.04,1,1,0,76223.52,4,PLATINUM,497,0
734,France,Female,19,3,0.0,1,1,0,158862.84,5,DIAMOND,416,0
604,Germany,Female,27,4,133298.96,2,1,1,51295.44,4,PLATINUM,902,0
717,Spain,Female,51,10,0.0,1,0,1,102663.11,1,GOLD,86,0
563,France,Male,39,8,0.0,2,0,1,143146.28,1,PLATINUM,316,0
707,Spain,Female,28,4,71670.39,2,1,1,38950.93,4,PLATINUM,584,0
568,France,Male,34,10,57158.83,1,1,1,74547.71,4,PLATINUM,235,0
638,Germany,Male,33,4,0.0,1,1,1,179351.93,5,DIAMOND,513,1
509,France,Male,33,5,0.0,3,1,1,132934.2,3,DIAMOND,425,0
621,Germany,Female,30,4,111235.42,1,1,1,55816.15,4,GOLD,476,1
641,Spain,Female,40,3,66310.22,1,1,1,49182.64,1,DIAMOND,480,0
615,Germany,Male,18,8,0.0,2,0,1,152517.67,4,DIAMOND,99,0
608,France,Male,18,8,92731.66,1,1,1,165666.32,4,DIAMOND,453,0
539,Spain,Female,25,8,0.0,1,1,1,12385.5,3,DIAMOND,517,0
812,Germany,Male,38,8,0.0,2,1,1,103672.99,2,GOLD,814,0
494,France,Female,36,6,145431.92,1,1,1,133140.98,1,DIAMOND,315,0
740,France,Female,36,6,0.0,2,1,1,39522.72,5,GOLD,616,0
452,Spain,Female,50,7,130546.98,2,0,0,25891.04,4,PLATINUM,305,0
463,France,Male,36,7,0.0,2,0,0,34991.36,3,PLATINUM,682,1
814,Germany,Female,41,7,0.0,1,0,0,195581.92,4,GOLD,554,0
723,France,Female,32,7,90517.24,4,0,1,54221.09,4,SILVER,296,1
795,France,Female,18,2,29427.52,2,1,1,63436.62,5,PLATINUM,286,0
652,Spain,Male,27,7,63759.21,1,1,1,187449.6,4,SILVER,211,0
598,Germany,Female,18,5,107588.94,1,1,0,72044.36,4,PLATINUM,614,0
772,Spain,Female,31,7,0.0,2,1,1,170146.89,2,GOLD,518,0
657,Germany,Female,28,0,0.0,1,0,0,169520.29,3,GOLD,347,0
644,France,Female,46,0,182030.8,2,1,1,19617.84,1,GOLD,361,0
648,France,Male,54,7,0.0,1,1,1,58437.43,2,DIAMOND,717,0
616,France,Female,18,7,54150.21,1,1,1,138831.39,5,DIAMOND,796,0
636,Germany,Female,24,6,49729.65,3,1,1,153076.27,2,SILVER,708,0
470,France,Female,18,6,105959.76,1,1,0,75598.91,5,SILVER,547,0
837,France,Male,40,8,1256.81,2,0,0,148448.52,3,DIAMOND,412,0
447,Spain,Female,23,2,68011.55,4,0,0,94288.68,3,PLATINUM,50,0
592,Germany,Female,33,4,151207.49,2,1,1,98830.55,3,GOLD,215,0
638,Spain,Female,41,6,0.0,2,1,0,90595.14,1,PLATINUM,301,0
509,Germany,Male,34,3,23615.33,1,1,0,147700.82,4,GOLD,812,1
710,Spain,Male,35,1,96623.99,2,1,1,43555.73,5,GOLD,615,0
488,Spain,Male,38,6,47755.49,3,0,0,133975.99,5,PLATINUM,360,0
594,France,Female,32,0,0.0,2,1,0,56762.83,3,PLATINUM,300,0
505,Spain,Male,26,7,186975.65,1,1,0,56011.02,1,PLATINUM,266,0
716,Spain,Male,18,7,105224.91,1,1,1,11657.64,2,DIAMOND,361,0
437,Spain,Female,38,0,18841.39,3,1,1,188842.55,5,PLATINUM,502,0
645,Spain,Male,25,8,0.0,1,0,1,20303.42,1,DIAMOND,555,0
850,France,Male,25,0,88130.04,3,1,1,62373.47,5,GOLD,485,0
710,France,Female,36,3,0.0,1,1,1,44483.9,1,SILVER,486,0
678,Germany,Female,20,4,0.0,1,1,1,191031.75,2,SILVER,164,0
643,France,Male,30,4,79546.65,2,0,1,124343.73,2,GOLD,439,0
814,Spain,Female,18,9,0.0,2,0,1,71537.85,2,GOLD,499,0
680,France,Male,23,6,0.0,2,1,0,78785.91,5,GOLD,454,0
643,Germany,Female,28,6,0.0,1,1,1,103881.49,3,PLATINUM,1009,0
704,Spain,Female,29,10,118463.15,3,0,1,124557.51,5,GOLD,527,0
588,France,Female,31,4,70905.24,1,0,0,55157.18,1,SILVER,196,0
626,Spain,Male,30,8,0.0,1,1,0,182235.6,5,GOLD,742,0
710,France,Female,38,9,209404.73,2,0,0,39161.29,5,GOLD,375,0
617,France,Male,20,9,62233.16,1,1,1,143453.15,2,SILVER,453,0
715,France,Male,28,0,137533.76,1,1,0,19618.14,4,DIAMOND,742,0
595,Spain,Male,30,10,0.0,4,1,1,69369.55,2,DIAMOND,573,0
577,France,Male,25,6,0.0,1,1,1,59371.91,1,GOLD,745,0
571,France,Female,41,6,0.0,1,1,1,157445.68,1,DIAMOND,225,0
589,Spain,Female,26,1,2286.42,1,0,1,33134.61,3,DIAMOND,463,0
682,Germany,Female,38,3,0.0,1,0,0,105681.29,4,SILVER,929,0
506,Spain,Male,18,7,172161.34,1,1,0,189380.96,1,GOLD,571,1
772,Spain,Male,22,5,0.0,2,0,0,84722.74,4,PLATINUM,758,0
471,France,Female,32,3,2386.12,2,1,1,107210.0,4,GOLD,317,0
550,Germany,Male,21,4,106683.43,1,1,0,49111.32,2,SILVER,404,0
600,Germany,Female,27,2,0.0,3,1,1,199988.97,4,SILVER,145,0
598,France,Male,31,7,0.0,3,0,1,131057.23,2,PLATINUM,468,0
740,Spain,Female,34,3,0.0,1,0,1,90077.38,4,DIAMOND,472,0
751,Germany,Female,18,8,55333.57,3,0,0,156471.18,5,PLATINUM,584,0
443,France,Male,48,2,82124.52,2,1,0,189596.33,2,GOLD,544,1
796,Germany,Female,34,7,0.0,1,1,0,185974.74,4,PLATINUM,585,0
691,Germany,Female,27,7,94969.39,1,1,0,75751.74,4,SILVER,613,0
579,France,Female,26,8,117383.06,4,1,1,59175.34,3,PLATINUM,521,0
787,Spain,Male,18,6,0.0,3,1,1,131063.98,3,PLATINUM,569,1
797,Germany,Female,46,2,2021.77,2,1,1,196906.83,4,GOLD,323,1
785,Spain,Female,28,0,3455.95,1,1,0,45540.94,1,DIAMOND,558,0
552,France,Female,38,8,72246.9,2,1,0,44176.42,3,DIAMOND,580,0
644,France,Female,26,8,111796.99,1,0,1,146396.54,3,SILVER,311,0
794,France,Female,18,1,0.0,4,1,1,149455.08,1,GOLD,509,1
598,Germany,Male,32,2,0.0,3,0,0,72024.67,5,SILVER,540,0
432,France,Female,32,9,44244.44,2,1,1,73724.51,4,PLATINUM,433,0
715,Germany,Female,31,6,17210.2,1,1,1,162425.7,4,GOLD,345,1
769,France,Male,35,1,91518.47,2,1,1,137239.95,3,SILVER,596,0
632,France,Male,30,6,0.0,1,1,0,36791.6,5,GOLD,420,0
718,Spain,Male,38,9,0.0,1,0,0,147113.65,5,DIAMOND,569,0
787,Germany,Female,25,7,0.0,1,1,0,194890.23,5,SILVER,610,0
502,France,Male,21,5,0.0,1,1,0,80294.68,4,PLATINUM,50,0
667,Spain,Female,19,9,118754.87,2,0,0,51221.74,4,SILVER,779,0
635,France,Male,18,4,0.0,2,0,1,140029.35,2,SILVER,296,0
520,Spain,Female,29,9,173643.05,1,1,1,50726.41,1,SILVER,235,0
598,France,Female,32,8,110144.0,2,1,0,87710.92,5,GOLD,361,1
627,France,Male,21,6,0.0,2,1,0,183402.66,4,PLATINUM,477,0
698,Spain,Male,48,9,94956.41,2,1,1,55798.82,4,GOLD,695,0
711,Spain,Female,18,4,0.0,4,1,0,40562.6,5,DIAMOND,359,0
578,France,Male,18,7,57970.67,1,1,1,194348.56,1,GOLD,50,0
690,Germany,Female,22,0,28800.76,2,1,1,102583.38,3,SILVER,459,1
628,France,Male,31,8,0.0,2,0,0,89880.85,4,GOLD,305,0
722,Spain,Female,23,8,66662.61,1,1,1,114084.09,3,GOLD,370,0
690,France,Male,35,5,222207.56,1,0,1,25656.95,1,GOLD,375,0
686,Germany,Female,50,1,1647.72,1,0,1,191444.96,5,SILVER,675,0
598,Germany,Female,23,4,78440.34,4,1,0,98059.67,3,SILVER,446,1
673,France,Male,37,7,0.0,4,1,1,68311.06,5,GOLD,462,0
462,France,Male,30,2,0.0,2,1,0,36003.78,4,PLATINUM,314,0
772,Germany,Male,21,8,0.0,2,0,0,95543.19,2,SILVER,598,0
611,France,Male,36,7,0.0,1,1,0,66462.41,5,DIAMOND,398,0
654,France,Male,29,6,0.0,1,1,0,76206.9,5,DIAMOND,335,0
671,France,Male,27,10,0.0,1,0,0,61576.48,4,DIAMOND,626,0
561,France,Female,18,6,160745.03,1,1,1,25123.0,1,DIAMOND,614,0
767,Spain,Male,19,7,0.0,1,1,0,55210.98,1,DIAMOND,81,0
766,Germany,Male,34,8,0.0,2,1,1,155911.98,4,GOLD,179,0
588,Germany,Male,18,1,140761.97,1,1,0,31601.6,5,DIAMOND,421,0
765,Spain,Male,53,2,66076.74,1,1,1,86089.22,1,SILVER,144,0
706,France,Male,29,5,46363.04,3,0,0,170611.89,4,SILVER,197,0
850,France,Male,30,2,0.0,1,1,1,130106.88,1,SILVER,267,0
675,France,Male,34,5,25297.19,1,1,0,50716.46,4,SILVER,612,1
600,France,Male,18,9,216746.8,2,1,1,133570.84,2,SILVER,456,0
735,Germany,Female,48,7,39452.52,4,1,1,100214.96,4,DIAMOND,270,1
802,Germany,Female,22,2,53039.62,1,1,1,53281.61,2,GOLD,507,0
444,Germany,Male,44,1,0.0,1,1,0,61237.38,2,GOLD,393,0
722,Spain,Male,41,0,60675.46,2,1,1,112227.82,4,GOLD,424,0
472,Spain,Female,30,8,37543.48,1,1,1,164123.62,2,GOLD,751,0
656,Germany,Female,19,7,0.0,4,1,0,131183.3,2,DIAMOND,395,1
838,Germany,Female,20,8,130900.68,2,1,0,81820.72,5,SILVER,517,0
713,France,Male,37,2,0.0,1,0,1,96976.89,4,SILVER,378,0
703,Germany,Female,33,0,104994.46,1,1,1,82745.41,3,DIAMOND,294,0
651,Germany,Female,41,0,0.0,1,1,0,157499.69,2,GOLD,419,0
754,Spain,Male,23,3,0.0,1,1,0,20831.42,5,SILVER,665,0
694,Germany,Male,35,4,171737.48,1,1,1,190270.92,2,DIAMOND,665,0
801,France,Female,26,8,78517.1,4,0,1,179647.11,5,DIAMOND,755,0
567,France,Female,27,1,0.0,3,1,1,176347.95,4,GOLD,670,0
784,France,Female,44,9,0.0,1,0,0,91535.15,3,GOLD,710,1
727,Germany,Female,34,1,0.0,1,0,1,100902.58,5,GOLD,318,0
766,France,Male,36,7,16274.84,1,0,0,50974.8,4,DIAMOND,394,0
700,Spain,Female,35,3,91671.4,2,1,1,111611.6,3,GOLD,50,0
576,Germany,Male,33,6,168336.67,1,0,1,113586.73,2,GOLD,367,0
705,France,Female,43,1,126764.57,1,1,1,78619.09,4,PLATINUM,319,0
850,France,Male,18,3,58538.54,1,0,1,177792.75,5,PLATINUM,909,0
724,Germany,Male,25,9,43901.23,1,0,1,183344.87,2,GOLD,457,0
831,Spain,Female,37,10,0.0,3,0,0,193520.34,4,SILVER,375,0
712,France,Male,23,4,0.0,1,1,0,181704.42,2,GOLD,488,0
625,Spain,Male,18,0,128795.18,1,1,1,59102.84,2,GOLD,594,0
682,Germany,Male,27,0,32276.58,2,0,1,21254.88,2,SILVER,586,0
656,France,Male,18,2,114685.59,3,0,0,110631.98,2,SILVER,183,0
628,France,Female,37,9,0.0,2,1,0,98679.44,4,SILVER,218,1
546,Spain,Male,42,1,0.0,1,1,0,80204.49,5,GOLD,441,0
719,France,Female,21,10,33779.27,3,1,1,86387.16,2,SILVER,215,0
551,Germany,Female,18,9,0.0,2,1,1,131970.5,1,GOLD,411,0
494,Spain,Male,51,2,56090.4,2,1,1,188444.99,3,DIAMOND,435,0
513,France,Male,24,5,0.0,1,0,0,96145.01,2,SILVER,671,0
539,Spain,Male,31,10,183119.45,2,1,1,32419.34,1,DIAMOND,443,0
731,France,Female,36,1,0.0,3,0,0,184815.23,4,GOLD,209,0
709,Germany,Male,19,9,92860.23,4,0,1,138019.06,5,DIAMOND,335,0
624,Germany,Male,46,2,165194.83,1,1,1,20296.16,5,PLATINUM,870,1
672,Germany,Female,18,0,84788.06,1,1,1,66148.03,2,DIAMOND,359,0
585,Germany,Male,18,2,87184.97,1,1,0,170570.48,4,PLATINUM,836,0
635,France,Female,31,6,0.0,1,0,0,194491.03,1,GOLD,457,0
620,Spain,Female,24,7,86386.51,2,1,1,184741.82,1,PLATINUM,102,1
572,Germany,Male,25,7,0.0,1,0,0,192777.22,5,PLATINUM,211,1
685,Spain,Male,36,0,29529.11,1,1,1,19817.89,1,GOLD,541,0
592,Germany,Male,42,8,242572.22,1,1,0,49606.38,5,SILVER,424,0
701,France,Female,35,10,214073.0,2,1,1,96871.87,3,DIAMOND,513,0
850,Germany,Male,39,6,0.0,1,0,1,90945.39,1,DIAMOND,661,0
652,France,Female,39,10,95980.08,2,1,0,10406.42,4,SILVER,437,0
499,Germany,Female,40,6,25582.08,1,1,1,172184.96,4,PLATINUM,635,1
715,Germany,Female,27,8,125794.26,1,0,0,173666.86,5,PLATINUM,895,1
651,Germany,Female,18,9,73378.61,1,1,1,102975.65,4,SILVER,184,0
635,France,Female,40,7,0.0,2,1,1,87498.04,5,GOLD,440,0
655,Germany,Male,39,7,86768.4,4,0,0,59152.59,3,GOLD,721,0
592,Germany,Male,45,3,148133.81,3,0,0,183233.07,5,SILVER,404,0
697,Spain,Male,33,6,0.0,4,0,0,137801.48,2,GOLD,664,0
654,France,Female,20,1,0.0,1,0,0,35112.41,1,DIAMOND,493,0
766,Germany,Female,43,0,0.0,1,1,0,16430.45,4,DIAMOND,667,0
703,France,Female,28,5,42358.14,2,1,0,108585.61,1,SILVER,188,0
746,Germany,Male,30,4,69512.95,1,1,1,95095.59,4,PLATINUM,574,0
706,Spain,Male,28,2,0.0,2,1,0,195757.69,5,SILVER,437,1
558,Germany,Male,45,7,118379.53,2,1,1,188448.01,1,DIAMOND,552,0
622,Spain,Male,18,2,156658.9,2,1,1,46530.74,3,GOLD,995,0
751,Spain,Male,24,0,3325.15,2,0,1,154512.23,4,DIAMOND,403,0
676,Spain,Female,29,0,111100.64,2,0,0,145422.45,5,SILVER,592,0
667,Germany,Male,33,10,0.0,1,1,0,176580.63,2,SILVER,579,0
636,Spain,Female,18,2,85850.05,1,1,1,82740.92,1,SILVER,509,0
628,France,Male,33,4,111744.56,2,0,0,52471.68,2,GOLD,624,1
698,Spain,Female,37,0,152986.54,2,0,1,134753.48,2,SILVER,661,1
612,Germany,Male,31,2,55041.34,1,1,0,163518.72,5,PLATINUM,701,1
472,Spain,Female,40,0,0.0,1,1,0,158092.68,3,PLATINUM,627,1
716,Spain,Female,28,5,0.0,1,1,0,90266.37,3,DIAMOND,363,0
819,France,Female,44,1,77971.13,1,0,0,139239.46,3,SILVER,246,0
